URL,label
https://www.northcm.ac.th,1
https://unitedmartialartscenters.com/at0/mygov/personal.html,0
https://email.mail1.onesignal.os.tc/c/ejwcz02untamqohvwmwoczwfbgw6uduohnspqdycugml7r66b3ikm_n4vn8euqvy0apkcfu8eicckzyerqtqfuujn-uwkk7aztt8kt6xqthp-8zefetokzpt6kio3dr7du0vo7x52ipwpli8sk4erixqimbifemtuqimy2ljpdaro7vwuff3mm9th-n-t-hhhk8jx2e_ebel9efrpvh-l9k_jnx994qv2u32-erjaifwopr1wywwoqejkeqqyktbdshcglptnaswjp7vk__z89kvwzbzftigbbjhkeoi4lionzk1wudnu74oo5e__ap_nl8tuwrvftlyzp8faad__-czz7m,0
http://uqr.to/1il1z,0
https://www.woolworthsrewards.com.au,1
https://www.kubiena-kochblog.com,1
https://couchjumper.com/covantage/index.html,0
http://www.rightnowscope.com,0
http://u1965047.plsk.regruhosting.ru/47/,0
http://www.unblock-me.org,0
https://www.nyprowrestling.com,1
https://www.free-marine.com,1
http://www.ntec.es,0
https://5a4f2f89-da45-4791-8c6a-981093dbf158.id.repl.co/,0
http://www.reach.africa/wp-admin/network/agri3/,0
https://igghqd.cn/,0
https://www.ridemcts.com,1
https://novoitaufatura.com/consulte-sua-fatura.php?cartoes=home&id=ndcxnta5zjjknjyxmtyyyzm4yjaymjcynzqxzmjiymq=&the=theking,0
https://www.epner.com,1
https://www.az511.com,1
https://maildinshaakckjnw291.web.app/,0
https://www.screenbeam.com,1
https://www.hellscent.com,1
https://maildinshaakckjnw272.firebaseapp.com/,0
https://www.marcosimoncellifondazione.it,1
http://www.formuria.com,0
https://www.marxist.se,1
http://www.static-02.flu.cc,0
https://www.uncrazed.com,1
https://mynembercard.point.soumu.jo.mvcc.top/,0
http://www.cargoconnect.online,0
https://www.scientistsforeu.uk,1
https://jkkj-30814.web.app/,0
https://widget-dot-lbk-asistente-pre-principal.appspot.com/,0
http://www.singaposts.org,0
http://tungsten-sedate-gargoyleosaurus.glitch.me/ccnavy.htm,0
https://www.goldreserveinc.com,1
https://www.clare.fm,1
https://www.topografix.com,1
https://www.asianamerican.net,1
http://correctionswallett.netlify.app,0
https://www.saveware.nl,1
https://www.cse.uconn.edu,1
https://www.tourbytransit.com,1
https://www.innovativestate.com,1
https://ipfs.io/ipfs/bafybeif5p6emtkpr346qxhdotlpesauwb3hhlzc3wrsvu5ec6i2behpe74/,0
https://www.scientology.org.uk,1
https://www.iaee.org,1
https://www.entropiauniverse.com,1
http://www.woningkeuren.com,0
https://www.chaloke.com,1
https://www.miyakohotels.ne.jp,1
https://snowy-art-fe31.tql35vg01086.workers.dev/,0
http://www.ylgceliks.com,0
https://www.speaker.gov,1
https://server-drhgdf-dgdgtd-dh.firebaseapp.com/,0
https://storageapi.fleek.one/447fface-68fa-456f-bbfc-0c18dfd9f62a-bucket/sharepoint11/index.html,0
http://www.maca.ml,0
http://www.xolares.com.ar/wp-includes/50/globalsources/index2.php?email,0
https://www.australiandesignreview.com,1
https://ink-positive-adapter.glitch.me/authoonlineeccu.htm,0
https://www.vibconferences.be,1
http://www.http.node.hiveon.net,0
https://att457.weebly.com/,0
https://www.myindoairlines.com,1
https://www.inspireactivewear.com,1
http://www.mysecuritycamera.net,0
http://www.iran-edi.com,0
http://www.alphabrainbalancing.com,0
https://update-forms-reports.myportfolio.com/,0
https://www.ashevilleconnections.com,1
https://jarek.agnieszkaklaudia.pl/a1legro/,0
https://www.newzealandmerinoandfabrics.com,1
https://21563142.5324765.repl.co,0
https://www.buscamiviaje.com,1
https://www.bistum-chur.ch,1
http://www.ukrainecenter.yolasite.com,0
https://www.journeysdda.com,1
https://www.nordforsk.org,1
http://www.kasparsky.net,0
https://www.mobile-gigs.com,1
https://www.ekli-nat.ekinrt.dduuwm.top/load.php,0
https://www.finestclubs.com,1
https://www.teriin.org,1
https://www.samoyedhealthfoundation.org,1
https://www.crue.org,1
https://att-mail-101122.square.site/,0
http://att-100361-109870.weeblysite.com/,0
https://elnogaldevicente.cl/wp-includes/js/tinymce/langs/htacces/new/os/,0
https://www.jjpan.com,1
http://www.tomarchiobibite.it,0
https://www.mnsu.edu,1
https://www.algerie-eco.com,1
https://www.d230.org,1
https://www.russia-travel.ws,1
https://www.arkoselabs.com,1
https://www.wi.uni-muenster.de,1
https://ipfs.io/ipfs/qmbqomazzzmqrh8zbyrjzsqz1kczpx1wxcjtu3hzpaackt,0
https://att-107329ilterserieservil.square.site/,0
https://www.dlrect-smtb.jp.ap1.ib.plantformers.com/,0
https://www.voxxi.com,1
https://www.unjenesaisquoi-deco.fr,1
https://juno-mail-109738.square.site/,0
https://www.westernsydney.edu.au,1
https://www.andy-ngo.com,1
https://www.crystalfanaticsclub.com,1
https://www.entretantos.org,1
http://www.malcolmr.ga,0
https://www.carlos-balsalobre.com,1
https://www.atrie.lv,1
https://www.namfi.gr,1
https://www.gsd.inesc-id.pt,1
http://www.outlook-web-fb782.web.app,0
http://www.apps-notification.com,0
https://www.bouwwereld.nl,1
https://www.mudra.website,1
https://www.history.ca,1
https://sparkasse.safetycheck22.com.de,0
https://www.turnkeylinux.org,1
http://www.play.google.store.apps.details.settings.pw,0
http://www.divarir-ir.gq,0
https://www.heroscarpetcleaning.co.uk,1
http://www.ifos-egy.com/themes/stark/bt/bit,0
https://jhjk-8493d.firebaseapp.com/,0
https://www.ajinorthamerica.com,1
https://www.fisherandfrey.com,1
https://www.congress-1in5.eu,1
https://www.uniformsinstock.com,1
https://www.usw.org,1
https://www.thestandard.co.zw,1
https://www.watertonparkhotel.co.uk,1
https://www.corkqc.com,1
https://bafybeiaadipa3iml5refhjtti6qfwuxgtfziehsqasey4p7udd3cphbgzq.ipfs.dweb.link/?filename=3hrghrh8g.html,0
https://www.womensafe.net,1
https://sites.google.com/view/repairnextsteps,0
https://verify-facebook.qcom.biz.id/,0
https://www.freelancermap.com,1
https://18jk1.trk.elasticemail.com/tracking/click?d=zib8jztwxpmko0wj1rroctfbjx-c1plafwrjbjrknn7arkosacayrg37wbid8tfhsyagytcvltwtsgmtcy5dhzvvo0yzurdu95tsua1vowvfdy23wied6pcdwdwmuf0xva2,0
https://www.iseety.com,1
https://www.madkittymedia.com,1
https://www.sanctions.io,1
https://www.freespinandcoins.com,1
https://www.canadianislamiccongress.com,1
https://www.turbaliit.ee,1
https://www.jimkelly.net,1
https://camaxtesmails.firebaseapp.com/,0
https://www.nations-software.info,1
https://www.movida.lt,1
https://www.rapid-mobil.at,1
http://43.153.193.223/v3/signin/identifier?dsh=s-1493067616:1661995410999753&amp;continue=https://accounts.google.com/?&amp;followup=https://accounts.google.com/?&amp;passive=1209600&amp;xrealip=35.203.245.210&amp;flowname=glifwebsignin&amp;flowentry=servicelogin&amp;ifkv=aqn2rmvk3gbu0a6dvulepdt79hnpg_f8qgtnk2zqebsy0b1rzw3la3wrlrlvns1timso8lm4ldk3,0
http://www.trylink.xyz,0
https://www.domainmondo.com,1
https://www.wesleyan.edu,1
https://colonialmaterial.com,0
https://www.numberthreebath.com,1
http://www.sz.csqoy.com,0
https://www.nstasubs.org,1
https://www.clickpointsoftware.com,1
https://www.nrel.gov,1
http://sickshredz.com/goldenwestcu/otp.html,0
https://www.vagrancylifestyle.com,1
https://s.id/1qvhf,0
https://www.asherisraelow.com,1
https://www.purdue.edu,1
https://www.dvinedesign.com,1
https://www.autocar.jp,1
https://ipfs.litnet.work/ipfs/bafybeib5jvxytzbcnp7cw4u7zysib2l7ad7qbc2cdqipcm7gpjssfhka54/index.html,0
https://www.siyahgribeyaz.com,1
https://www.skytrac.ca,1
https://www.happyathomeinhomecare.com,1
https://www.druglibrary.org,1
http://www.nftmatrixed.info,0
https://www.loose-canon.info,1
https://bafybeiciybgr4yyk73flu2j6nknw4nnlpvapm5ocuz4hloq2l724w42xfa.ipfs.dweb.link/,0
https://steepawfulconditionals.arrrt.repl.co,0
https://bankingpromerica2.sa32434245.repl.co/,0
https://www.buildersshow.com,1
https://us-east4-alvera.cloudfunctions.net/alvers,0
https://thebabytheater.com/00ad7e3/,0
https://www.flashscore.pt,1
https://www.thediamondfamily.com,1
https://www.dwu.edu,1
https://www.argonauts.ca,1
https://www.drive2.ru,1
http://1636365.com/assets/40element-plus.6b0e43d0.js/assets/40element-plus.48bbde93.js/assets/,0
https://www.moas.eu,1
https://www.theplacetobrace.com,1
https://www.eosworldwide.com,1
https://folder77838783s-s908938ui3.firebaseapp.com/,0
https://www.kvedomosti.com,1
https://bestsign-wrcpabmiscyrx.firebaseapp.com/,0
https://www.morganchaney.com,1
https://att-mail-108336.square.site/,0
https://www.tehachapinews.com,1
http://www.especialistassm.com.mx,0
https://www.quintanaevents.com,1
https://www.rupertport.com,1
http://haydi-bakalim-900tl-kampanyamiz-online.com.tr/,0
https://houserenovationfiles5.firebaseapp.com/,0
https://www.altatac.com,1
https://www.europadreaming.eu,1
http://www.tnk.nowurl.fun,0
https://www.technosrk.com,1
https://maildinshaakckjnw199.web.app/,0
https://www.catchyfreebies.com,1
https://dutsh-helppackage.ecranul.ro/public/9vem7ejpr4tqmlir8rwqhadwikv93vva,0
https://helpcenter-servicesde24.de/,0
https://www.oldpark.org,1
http://www.915783.com,0
https://www.andyrourke.com,1
http://www.usinmail.com,0
https://www.moonbears.org,1
https://www.knoll.com,1
https://www.snhu.edu,1
https://sasopj17yvfd.web.app/,0
https://www.scholzefamilybeef.com,1
https://www.clio.com,1
https://www.franken-weinland.de,1
https://www.batikamarillis-shop.com,1
https://www.clint.be,1
https://cf-ipfs.com/ipfs/qmywnzn6yrieptd34a84fu8emsljpq8ofvtfd7alio5zyx,0
https://www.thatpollygirl.com,1
http://mingovplopap.righlarodabfa.ml/,0
https://www.papercall.io,1
https://www.rrca.org,1
https://pcrcpbpagesadministrationpbloginpageaspxgrupopromericagrupo.grupoapromerica.repl.co/?diasm=202326,0
http://miscotiaenlinepe.eshost.com.ar/?i=1,0
https://www.3gchimney.com,1
http://www.vpn.bshades.eu,0
https://www.ecco-eu.org,1
http://www.f0564330.xsph.ru,0
https://www.marko.net,1
http://www.ferienhaus-ammerland.de,0
https://account-status-64988.web.app/,0
https://www.totalmk.co.uk,1
https://www.iwonaludygadesign.com,1
https://www.mybasis.com,1
https://www.eldersmusic.com,1
https://www.well-net.jp,1
https://www.equationsdigital.com,1
https://ipfs.io/ipfs/qmsqhgzpn2gpmvpdbcgyugpnidqvobnw2zfz6amjzpst8h?filename=zim.html,0
https://qbeonline.com/dwwwqqqdn/,0
https://www.nwfinancial.com,1
https://www.chicxulubcrater.org,1
https://www.turnermuseum.org,1
https://www.ticketatlantic.com,1
https://reunion-la-departementale.firebaseapp.com/,0
https://www.cerias.purdue.edu,1
https://www.helenamor.co.il,1
http://www.dayimachine.com,0
https://www.californiascapitol.com,1
https://ipfs.io/ipfs/qmbyxrdvj85bjtxg8r2wq3tq3jcajyq9qfp5bnnxtctahu/,0
https://www.thecanadianfacts.org,1
https://www.practicefusion.com,1
